INCIDENT_ID,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,Month,Year,Date
CR_42512,0,4,4,6,5,2,7,1,2,1,249,1.0,59,80,34,9,1997,16
CR_39218,0,36,34,2,1,6,4,0,5,1,174,0.0,92,29,0,10,1996,21
CR_123377,3,24,24,0,0,9,8,1,2,1,249,1.0,24,142,34,3,2007,2
CR_157102,0,24,24,0,0,8,3,1,6,1,316,1.0,103,29,34,10,2012,4
CR_186181,0,7,8,7,3,2,7,1,5,1,316,1.0,72,62,34,12,2017,28
CR_120369,0,4,4,6,5,4,2,1,6,1,174,1.0,72,107,34,7,2007,2
CR_40506,5,47,48,7,3,18,13,2,6,1,316,1.0,103,107,34,10,1996,23
CR_114490,0,19,19,1,3,2,7,0,5,1,174,1.0,103,29,34,7,2006,23
CR_64673,0,3,2,3,5,3,5,3,6,1,303,1.0,72,107,34,4,2000,4
CR_55022,5,36,34,2,1,18,13,1,6,1,249,1.0,92,130,34,9,1998,19
CR_195737,0,33,32,2,1,8,3,1,6,1,249,1.0,103,142,34,9,2018,10
CR_80477,0,40,40,2,1,8,3,1,5,1,249,1.0,102,130,34,10,2001,26
CR_175476,0,29,29,9,0,3,5,1,2,1,316,1.0,18,140,34,6,2015,20
CR_124601,0,35,30,3,5,1,0,1,6,1,249,1.0,103,62,34,1,2007,5
CR_90936,0,4,4,6,5,5,6,0,5,1,174,1.0,103,130,34,3,2003,20
CR_8031,0,33,32,2,1,6,4,0,5,1,174,0.0,72,93,43,11,1992,3
CR_196977,2,37,37,0,0,9,8,0,5,1,249,1.0,24,29,34,3,2018,21
CR_74232,0,4,4,6,5,3,5,1,2,1,316,1.0,84,142,34,10,2001,28
CR_5624,0,15,14,3,5,6,4,1,6,1,249,1.0,112,142,34,4,1992,1
CR_91509,0,6,6,4,1,7,1,0,5,1,249,0.0,103,80,34,7,2003,22
CR_46651,0,36,34,2,1,1,0,1,6,1,249,1.0,92,29,34,3,1997,8
CR_169652,0,26,27,9,0,3,5,1,2,7,249,7.0,112,62,34,8,2014,13
CR_65935,1,4,4,6,5,15,10,1,6,1,249,1.0,72,80,34,3,2000,31
CR_85583,1,22,22,7,3,15,10,0,5,1,174,1.0,42,93,34,8,2002,9
CR_125982,0,44,44,1,3,4,2,1,2,1,316,1.0,12,29,34,3,2007,3
CR_103142,0,39,39,6,5,4,2,2,6,1,0,0.0,72,103,34,11,2004,29
CR_91904,0,9,10,7,3,7,1,1,5,1,0,1.0,42,29,34,5,2003,21
CR_28431,0,25,25,9,0,7,1,4,3,1,249,1.0,92,142,34,12,1995,4
CR_78413,0,33,32,2,1,5,6,0,5,1,249,1.0,34,6,34,9,2001,15
CR_65711,0,4,4,6,5,6,4,0,5,1,249,1.0,103,130,34,10,2000,28
CR_153587,0,44,44,1,3,8,3,1,5,1,174,1.0,103,29,34,8,2011,15
CR_179859,1,9,10,7,3,15,10,1,2,2,303,2.0,72,62,34,12,2016,15
CR_40949,0,3,2,3,5,1,0,0,5,1,127,1.0,98,80,34,11,1997,26
CR_146308,0,36,34,2,1,1,0,1,6,1,249,1.0,92,29,34,6,2010,21
CR_159570,0,40,40,2,1,5,6,0,5,1,316,1.0,72,142,34,6,2012,15
CR_40830,0,3,2,3,5,4,2,0,5,1,174,0.0,112,29,0,12,1997,2
CR_71907,0,47,48,7,3,4,2,1,6,1,313,0.0,92,124,0,1,2000,20
CR_54092,0,33,32,2,1,8,3,1,6,1,249,1.0,92,29,34,7,1998,17
CR_97425,0,4,4,6,5,6,4,3,6,8,174,8.0,72,29,34,6,2004,15
CR_198043,1,47,48,7,3,17,11,0,5,2,174,2.0,103,62,34,7,2018,12
CR_104944,1,4,4,6,5,16,12,1,6,1,316,1.0,103,62,34,9,2005,11
CR_119923,1,4,4,6,5,15,10,0,5,1,174,0.0,18,133,46,6,2007,3
CR_95996,0,44,44,1,3,9,8,1,5,1,174,0.0,103,62,34,10,2003,13
CR_52847,0,24,24,0,0,5,6,0,5,1,174,1.0,103,29,34,2,1998,17
CR_75798,0,14,17,9,0,7,1,1,6,1,316,0.0,72,62,34,11,2001,6
CR_83816,0,4,4,6,5,6,4,1,5,1,249,1.0,109,107,34,11,2002,26
CR_195267,0,26,27,9,0,3,5,1,6,1,0,1.0,103,29,34,7,2018,16
CR_101526,0,33,32,2,1,7,1,1,6,1,249,1.0,116,80,34,3,2004,15
CR_149379,0,4,4,6,5,5,6,0,5,1,249,1.0,103,29,34,12,2011,18
CR_188608,0,30,35,7,3,2,7,1,2,1,316,1.0,2,80,34,8,2017,7
CR_172031,0,49,49,6,5,4,2,3,3,1,316,1.0,103,142,34,6,2014,2
CR_110174,0,36,34,2,1,1,0,0,5,1,249,1.0,92,29,34,10,2005,16
CR_136360,0,5,5,3,5,5,6,2,5,1,0,1.0,103,93,34,5,2009,15
CR_7888,0,33,32,2,1,8,3,0,5,1,249,1.0,103,29,34,5,1992,4
CR_115644,0,24,24,0,0,5,6,1,6,1,249,1.0,103,29,34,7,2006,4
CR_100958,1,25,25,9,0,11,17,1,6,1,316,1.0,72,62,34,9,2004,27
CR_153691,0,45,45,10,3,7,1,1,6,1,174,1.0,112,62,34,4,2011,19
CR_95327,0,37,37,0,0,6,4,0,5,1,249,1.0,72,29,34,3,2003,30
CR_41402,0,4,4,6,5,6,4,2,6,6,249,6.0,109,29,34,1,1997,17
CR_43656,0,16,15,0,0,4,2,1,6,1,249,1.0,84,29,34,12,1997,12
CR_3482,0,38,38,10,3,3,5,3,2,1,249,1.0,24,142,34,8,1991,5
CR_135595,0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,5,2009,12
CR_41401,7,4,4,6,5,9,8,0,5,1,249,1.0,103,93,34,5,1997,13
CR_6255,0,21,23,4,1,2,7,1,2,1,316,1.0,92,142,34,5,1992,16
CR_116952,0,33,32,2,1,5,6,0,5,1,174,0.0,92,93,43,1,2006,31
CR_152413,1,36,34,2,1,15,10,1,6,1,316,1.0,92,80,34,12,2011,25
CR_61367,0,29,29,9,0,4,2,2,6,1,0,1.0,72,29,34,8,1999,25
CR_118036,1,39,39,6,5,15,10,0,5,1,174,1.0,103,142,34,12,2006,18
CR_136416,0,5,5,3,5,7,1,1,6,2,249,2.0,103,29,34,5,2009,24
CR_45320,0,25,25,9,0,3,5,2,3,2,249,2.0,72,29,34,3,1997,16
CR_105696,0,4,4,6,5,3,5,2,6,1,249,1.0,72,29,34,1,2005,21
CR_175894,0,33,32,2,1,4,2,1,6,3,249,3.0,112,29,34,2,2015,27
CR_39363,0,37,37,0,0,5,6,0,5,1,249,1.0,103,29,34,11,1996,18
CR_121224,0,5,5,3,5,6,4,1,6,1,249,1.0,92,142,34,1,2007,12
CR_136737,5,6,6,4,1,10,15,0,5,1,174,0.0,112,93,23,6,2009,26
CR_88000,1,37,37,0,0,12,16,0,5,1,174,0.0,103,29,0,6,2002,15
CR_195678,7,33,32,2,1,9,8,0,5,1,174,,110,93,23,11,2018,2
CR_6927,0,24,24,0,0,5,6,0,5,1,249,1.0,103,14,34,12,1992,10
CR_176697,0,37,37,0,0,3,5,1,6,3,249,3.0,98,87,34,1,2015,24
CR_165731,0,39,39,6,5,7,1,1,5,2,158,2.0,103,77,34,6,2013,30
CR_132343,1,36,34,2,1,15,10,1,6,1,0,1.0,92,62,34,7,2008,25
CR_119096,0,47,48,7,3,4,2,1,6,1,316,1.0,112,29,34,9,2006,19
CR_32589,4,4,4,6,5,13,18,5,5,5,316,5.0,54,62,34,11,1996,6
CR_82742,0,4,4,6,5,1,0,1,2,1,249,1.0,103,93,34,1,2002,12
CR_16749,0,38,38,10,3,3,5,0,5,1,174,0.0,103,93,43,4,1993,4
CR_89394,1,49,49,6,5,15,10,0,5,1,249,1.0,72,130,34,10,2002,7
CR_57851,0,4,4,6,5,4,2,2,6,2,67,1.0,72,62,34,3,1999,3
CR_174846,1,22,22,7,3,15,10,3,3,1,174,0.0,18,93,46,4,2015,7
CR_22040,0,36,34,2,1,1,0,1,2,1,303,1.0,92,142,34,7,1994,14
CR_137100,0,16,15,0,0,4,2,1,2,1,249,1.0,92,142,34,3,2009,19
CR_134674,0,49,49,6,5,4,2,0,5,7,174,7.0,103,119,34,12,2008,30
CR_10003,0,41,41,4,1,4,2,0,5,2,174,2.0,112,93,34,2,1992,7
CR_82164,0,3,2,3,5,4,2,10,6,1,316,1.0,112,142,34,11,2002,7
CR_81703,0,47,48,7,3,3,5,1,6,1,249,0.0,18,124,34,6,2001,28
CR_174579,0,21,23,4,1,5,6,0,5,1,325,1.0,103,76,34,6,2015,22
CR_9779,0,39,39,6,5,3,5,2,6,1,249,1.0,103,80,34,5,1992,28
CR_179938,0,15,14,3,5,4,2,1,6,1,249,1.0,24,62,34,7,2016,26
CR_151130,1,24,24,0,0,15,10,1,6,2,316,2.0,103,107,34,10,2011,5
CR_184024,1,49,49,6,5,15,10,1,6,1,316,1.0,72,29,34,8,2016,14
CR_118760,0,45,45,10,3,2,7,1,6,1,290,0.0,84,14,0,5,2006,22
CR_116097,0,30,35,7,3,5,6,1,6,1,316,1.0,72,29,34,11,2006,3
CR_161423,0,4,4,6,5,1,0,3,6,1,0,1.0,111,29,34,12,2013,10
CR_180431,1,20,20,10,3,16,12,1,2,1,316,1.0,72,119,34,9,2016,13
CR_109037,0,33,32,2,1,6,4,0,5,1,174,0.0,92,93,50,4,2005,11
CR_126032,0,44,44,1,3,9,8,1,5,1,249,1.0,103,29,34,4,2007,26
CR_70808,0,38,38,10,3,5,6,0,5,1,174,1.0,103,29,34,9,2000,29
CR_23510,0,45,45,10,3,4,2,1,6,1,316,1.0,112,29,34,4,1994,14
CR_167019,0,3,2,3,5,1,0,0,5,1,249,1.0,103,87,34,7,2014,25
CR_139084,0,33,32,2,1,7,1,1,6,1,249,1.0,103,29,34,9,2009,5
CR_171632,0,44,44,1,3,8,3,1,2,1,249,1.0,109,130,34,11,2014,1
CR_189886,1,37,37,0,0,16,12,0,5,1,174,0.0,102,136,0,12,2017,10
CR_163856,7,25,25,9,0,9,8,1,2,1,249,1.0,110,29,34,9,2013,15
CR_75750,0,9,10,7,3,7,1,1,6,1,249,1.0,72,29,34,3,2001,10
CR_53295,0,26,27,9,0,3,5,2,6,1,0,1.0,72,29,34,6,1998,20
CR_151495,0,26,27,9,0,6,4,2,2,1,303,1.0,72,142,34,5,2011,11
CR_151169,0,24,24,0,0,5,6,4,6,2,174,1.0,98,29,9,2,2011,16
CR_21250,0,33,32,2,1,7,1,1,6,1,249,1.0,98,62,34,2,1994,25
CR_93004,1,22,22,7,3,15,10,0,5,1,127,1.0,103,29,34,9,2003,17
CR_29706,0,36,34,2,1,4,2,2,6,1,249,1.0,92,29,34,7,1995,19
CR_56703,0,3,2,3,5,1,0,0,5,1,249,1.0,98,62,34,1,1999,15
CR_119722,0,3,2,3,5,1,0,3,6,2,21,1.0,92,119,34,7,2007,31
CR_123203,0,24,24,0,0,8,3,0,5,1,0,1.0,103,29,34,5,2007,25
CR_70156,0,36,34,2,1,1,0,1,5,1,249,1.0,92,29,34,10,2000,5
CR_151278,0,24,24,0,0,7,1,0,5,1,249,1.0,72,29,34,11,2011,24
CR_168789,0,21,23,4,1,5,6,0,5,1,174,0.0,103,29,43,7,2014,3
CR_99661,0,19,19,1,3,7,1,0,5,1,249,1.0,109,130,34,12,2004,8
CR_10138,0,45,45,10,3,2,7,1,2,1,249,1.0,103,142,34,1,1992,19
CR_148993,1,4,4,6,5,15,10,0,5,1,174,0.0,18,133,46,5,2011,12
CR_7953,0,33,32,2,1,7,1,0,5,1,174,1.0,103,29,34,8,1992,22
CR_162211,0,7,8,7,3,2,7,1,2,1,316,1.0,72,62,34,4,2013,10
CR_165284,7,36,34,2,1,9,8,1,5,1,174,0.0,92,93,43,12,2013,9
CR_183592,0,45,45,10,3,4,2,0,5,1,174,0.0,97,29,0,6,2016,16
CR_152586,0,36,34,2,1,1,0,0,5,1,174,1.0,92,93,36,6,2011,30
CR_99113,1,9,10,7,3,15,10,1,5,1,174,1.0,103,29,34,10,2004,21
CR_88819,0,45,45,10,3,1,0,1,5,1,249,1.0,18,29,34,11,2002,27
CR_115867,0,25,25,9,0,5,6,1,6,1,316,1.0,103,29,34,10,2006,27
CR_132154,0,33,32,2,1,6,4,0,5,1,249,1.0,103,93,34,2,2008,16
CR_75931,0,16,15,0,0,6,4,1,6,2,0,2.0,109,80,34,3,2001,24
CR_51689,0,17,16,0,0,6,4,1,6,1,0,1.0,92,62,34,6,1998,11
CR_31666,0,46,46,3,5,8,3,2,6,1,174,1.0,103,142,34,10,1995,29
CR_51953,0,21,23,4,1,6,4,1,6,1,249,1.0,103,29,34,10,1998,24
CR_101690,0,33,32,2,1,8,3,0,5,1,174,0.0,103,29,43,9,2004,13
CR_168521,0,18,18,9,0,5,6,3,3,2,316,2.0,92,29,34,6,2014,22
CR_155981,0,9,10,7,3,7,1,1,2,1,0,1.0,103,107,34,11,2012,4
CR_37350,0,26,27,9,0,7,1,0,5,1,174,1.0,103,29,34,7,1996,27
CR_34461,0,5,5,3,5,3,5,3,6,2,316,2.0,72,29,34,10,1996,7
CR_121556,0,9,10,7,3,5,6,1,2,1,316,1.0,12,142,34,7,2007,4
CR_54719,0,36,34,2,1,1,0,0,5,1,249,1.0,92,93,34,5,1998,11
CR_181608,0,30,35,7,3,5,6,0,5,1,249,1.0,116,87,34,7,2016,25
CR_156475,0,19,19,1,3,6,4,2,3,2,316,2.0,98,29,34,6,2012,1
CR_25798,0,4,4,6,5,1,0,1,1,2,43,1.0,98,142,34,11,1995,11
CR_132219,0,35,30,3,5,1,0,0,5,1,174,1.0,103,14,34,1,2008,10
CR_24862,0,4,4,6,5,3,5,0,5,1,174,1.0,103,142,34,1,1995,26
CR_44253,0,21,23,4,1,7,1,0,5,1,174,0.0,103,93,0,7,1997,7
CR_5547,0,14,17,9,0,8,3,0,5,1,174,0.0,109,14,0,2,1992,29
CR_167700,0,4,4,6,5,3,5,0,5,1,174,1.0,103,62,34,2,2014,20
CR_169539,0,25,25,9,0,3,5,1,6,1,249,1.0,72,87,34,11,2014,30
CR_157956,0,33,32,2,1,6,4,0,5,1,249,1.0,103,29,34,3,2012,2
CR_61960,0,33,32,2,1,5,6,0,5,1,174,0.0,112,93,43,11,1999,10
CR_144028,0,21,23,4,1,4,2,0,5,1,325,1.0,42,130,34,2,2010,23
CR_170081,0,33,32,2,1,6,4,0,5,1,174,0.0,112,93,43,10,2014,10
CR_193061,0,6,6,4,1,5,6,0,5,1,174,0.0,2,133,0,11,2018,18
CR_115053,1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,3,2006,25
CR_167303,0,4,4,6,5,4,2,0,5,1,174,1.0,103,29,34,5,2014,21
CR_70389,0,36,34,2,1,7,1,0,5,4,174,2.0,103,93,36,10,2000,31
CR_130241,1,22,22,7,3,15,10,0,5,1,174,1.0,98,103,34,8,2008,4
CR_118603,0,44,44,1,3,2,7,2,2,1,0,1.0,72,115,34,9,2006,9
CR_174478,0,21,23,4,1,6,4,0,5,1,174,0.0,92,130,0,9,2015,23
CR_131179,0,26,27,9,0,3,5,2,5,2,0,1.0,72,142,34,5,2008,13
CR_185507,0,4,4,6,5,4,2,1,5,1,0,1.0,103,62,34,5,2017,18
CR_49207,7,4,4,6,5,9,8,1,6,1,249,1.0,112,29,34,7,1998,24
CR_120254,0,4,4,6,5,1,0,1,6,1,174,0.0,59,93,23,5,2007,3
CR_144763,0,25,25,9,0,3,5,1,0,3,316,3.0,72,142,34,12,2010,23
CR_124670,0,36,34,2,1,6,4,1,6,1,174,1.0,92,29,36,5,2007,9
CR_34352,0,4,4,6,5,4,2,0,5,2,249,2.0,103,103,34,9,1996,25
CR_182078,0,34,33,3,5,2,7,1,5,1,249,1.0,103,29,34,8,2016,4
CR_185326,0,4,4,6,5,6,4,2,6,1,316,1.0,92,29,34,3,2017,17
CR_124450,0,33,32,2,1,5,6,2,2,1,249,1.0,72,93,34,10,2007,29
CR_48183,0,45,45,10,3,3,5,1,6,1,316,1.0,72,29,34,6,1997,5
CR_142382,1,4,4,6,5,15,10,0,5,3,182,1.0,72,93,34,1,2010,13
CR_129850,0,20,20,10,3,8,3,1,6,1,0,1.0,72,80,34,12,2008,30
CR_96183,1,45,45,10,3,13,18,2,6,2,179,1.0,112,130,34,5,2003,4
CR_196285,0,36,34,2,1,1,0,1,2,1,316,1.0,92,93,34,5,2018,8
CR_126586,1,47,48,7,3,16,12,3,6,1,127,0.0,112,29,23,10,2007,13
CR_40877,0,3,2,3,5,1,0,1,6,1,249,1.0,103,29,34,3,1997,17
CR_100614,0,24,24,0,0,4,2,1,5,1,316,0.0,103,142,34,9,2004,29
CR_124191,0,33,32,2,1,5,6,0,5,1,249,1.0,112,29,34,4,2007,15
CR_33057,0,4,4,6,5,1,0,0,5,1,174,1.0,103,14,34,11,1996,4
CR_186428,0,15,14,3,5,4,2,1,6,1,0,1.0,103,87,34,7,2017,27
CR_144852,0,26,27,9,0,4,2,1,6,1,0,1.0,12,29,34,5,2010,18
CR_32606,0,4,4,6,5,6,4,1,6,1,0,1.0,103,80,34,9,1996,20
CR_23123,0,40,40,2,1,8,3,4,2,1,0,1.0,72,142,34,3,1994,14
CR_67203,0,15,14,3,5,4,2,1,6,1,316,1.0,72,62,34,6,2000,10
CR_196648,0,37,37,0,0,7,1,0,5,1,328,1.0,103,0,34,9,2018,30
CR_54848,0,36,34,2,1,1,0,1,6,1,316,1.0,92,29,34,12,1998,12
CR_174721,0,21,23,4,1,2,7,0,5,3,249,3.0,103,80,34,10,2015,4
CR_39184,1,36,34,2,1,15,10,1,6,1,249,1.0,92,80,34,2,1996,13
CR_165513,0,37,37,0,0,6,4,1,2,1,249,1.0,72,142,34,5,2013,13
CR_61073,0,25,25,9,0,5,6,6,6,1,249,1.0,103,29,34,3,1999,25
CR_174581,0,21,23,4,1,5,6,0,5,1,325,1.0,103,140,34,7,2015,28
CR_97157,0,3,2,3,5,1,0,0,5,2,249,2.0,103,87,34,4,2004,28
CR_165199,1,36,34,2,1,15,10,1,5,1,316,1.0,92,29,34,12,2013,2
CR_162677,0,17,16,0,0,2,7,2,6,1,174,1.0,103,80,34,11,2013,12
CR_140061,1,37,37,0,0,11,17,1,6,1,0,1.0,103,29,34,7,2009,18
CR_3241,7,36,34,2,1,9,8,0,5,1,174,0.0,92,29,43,11,1991,7
CR_153872,0,46,46,3,5,4,2,1,6,1,316,1.0,92,80,34,6,2011,4
CR_14838,0,33,32,2,1,7,1,0,5,1,174,0.0,103,29,43,11,1993,18
CR_160783,7,50,51,0,0,9,8,0,5,1,174,1.0,112,103,34,12,2012,6
CR_97565,0,4,4,6,5,5,6,0,5,1,174,1.0,103,80,34,6,2004,17
CR_16555,0,37,37,0,0,2,7,2,2,1,303,1.0,72,142,34,2,1993,15
CR_141021,0,45,45,10,3,1,0,2,2,1,316,1.0,72,62,34,2,2009,1
CR_161388,0,4,4,6,5,1,0,3,6,1,102,1.0,92,29,34,4,2013,28
CR_154714,1,4,4,6,5,15,10,0,5,1,174,1.0,103,93,34,1,2012,8
CR_135694,0,4,4,6,5,1,0,2,6,1,249,1.0,98,29,34,5,2009,30
CR_118844,0,45,45,10,3,1,0,2,6,1,174,1.0,113,87,34,4,2006,27
CR_114999,1,22,22,7,3,15,10,0,5,1,174,1.0,54,93,34,7,2006,29
CR_91086,0,4,4,6,5,2,7,0,5,1,174,1.0,103,142,34,1,2003,1
CR_60142,0,21,23,4,1,5,6,2,6,1,0,1.0,12,14,34,8,1999,28
CR_75550,0,9,10,7,3,5,6,1,6,1,0,1.0,92,29,34,6,2001,27
CR_140673,0,43,43,9,0,7,1,3,0,4,316,4.0,103,142,34,11,2009,28
CR_61989,0,33,32,2,1,6,4,0,5,1,174,0.0,103,29,43,8,1999,28
CR_13397,0,21,23,4,1,2,7,1,2,1,0,1.0,92,62,34,10,1993,16
CR_184409,1,51,50,7,3,16,12,1,6,1,316,1.0,103,142,34,12,2016,31
CR_82656,0,4,4,6,5,4,2,1,6,1,249,1.0,103,80,34,10,2002,7
CR_25014,0,4,4,6,5,1,0,2,2,1,316,1.0,72,80,34,9,1995,8
CR_164567,0,33,32,2,1,5,6,0,5,1,174,0.0,92,93,50,12,2013,2
CR_152219,0,33,32,2,1,6,4,1,6,1,249,1.0,72,29,34,4,2011,7
CR_65987,0,4,4,6,5,4,2,0,5,1,249,1.0,103,107,34,4,2000,1
CR_111305,0,46,46,3,5,4,2,5,1,1,316,1.0,98,62,34,10,2005,29
CR_86216,0,25,25,9,0,3,5,0,5,1,174,0.0,103,62,43,7,2002,28
CR_39779,0,40,40,2,1,7,1,1,6,3,249,3.0,98,29,34,8,1996,3
CR_13852,1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,6,1993,30
CR_96548,0,47,48,7,3,4,2,1,6,2,174,0.0,103,29,34,8,2003,17
CR_140288,0,37,37,0,0,2,7,2,6,1,249,1.0,109,29,34,11,2009,22
CR_55424,1,39,39,6,5,12,16,1,6,2,249,2.0,98,119,34,8,1998,11
CR_54811,0,36,34,2,1,1,0,0,5,1,249,1.0,92,93,34,10,1998,6
CR_23359,0,40,40,2,1,3,5,1,5,4,179,2.0,72,142,34,10,1994,11
CR_57898,7,4,4,6,5,9,8,1,6,1,316,1.0,24,29,34,7,1999,7
CR_29506,0,33,32,2,1,6,4,0,5,1,174,0.0,116,29,0,10,1995,31
CR_105864,0,4,4,6,5,1,0,0,5,1,174,1.0,18,138,34,2,2005,17
CR_91865,0,9,10,7,3,5,6,1,5,1,174,0.0,18,93,46,1,2003,12
CR_76169,0,17,16,0,0,8,3,1,6,1,316,1.0,98,62,34,4,2001,11
CR_36499,0,23,21,4,1,8,3,2,6,1,316,1.0,72,62,34,12,1996,5
CR_50580,0,4,4,6,5,6,4,0,5,1,174,1.0,98,14,34,7,1998,9
CR_45691,1,30,35,7,3,11,17,0,5,1,174,1.0,103,29,34,5,1997,8
CR_88081,0,37,37,0,0,2,7,1,6,1,316,1.0,88,29,34,8,2002,14
CR_97890,0,4,4,6,5,4,2,1,6,1,249,1.0,98,103,34,10,2004,6
CR_126879,0,49,49,6,5,4,2,1,6,2,249,2.0,72,29,34,8,2007,15
CR_54216,0,35,30,3,5,2,7,6,2,4,316,4.0,98,142,34,12,1998,28
CR_19227,0,5,5,3,5,9,8,4,6,2,127,2.0,103,29,34,3,1994,21
CR_68487,7,24,24,0,0,9,8,1,6,1,218,0.0,112,80,48,9,2000,11
CR_188920,0,33,32,2,1,8,3,0,5,1,249,1.0,103,80,34,2,2017,6
CR_168466,0,17,16,0,0,5,6,1,6,1,299,1.0,72,80,34,11,2014,1
CR_151892,0,33,32,2,1,8,3,1,6,1,249,1.0,103,29,34,12,2011,5
CR_159743,0,43,43,9,0,4,2,1,5,1,174,0.0,112,124,0,3,2012,15
CR_159185,0,36,34,2,1,8,3,1,6,1,316,1.0,92,29,34,5,2012,28
CR_107833,0,23,21,4,1,7,1,3,6,1,249,0.0,103,29,34,4,2005,4
CR_165714,0,39,39,6,5,4,2,0,5,1,174,1.0,72,130,34,12,2013,10
CR_119342,0,49,49,6,5,6,4,0,5,1,174,0.0,103,103,43,2,2006,20
CR_172374,0,50,51,0,0,2,7,1,6,3,249,3.0,103,29,34,5,2014,6
CR_101362,0,30,35,7,3,7,1,1,6,1,249,1.0,98,29,34,9,2004,12
CR_4422,0,49,49,6,5,2,7,1,6,1,0,1.0,2,29,34,12,1991,24
CR_34568,4,5,5,3,5,9,8,1,6,1,249,1.0,48,29,34,7,1996,29
CR_110182,0,36,34,2,1,1,0,0,5,1,127,1.0,103,62,36,1,2005,4
CR_151843,0,33,32,2,1,7,1,1,6,1,249,1.0,72,29,34,4,2011,29
CR_140681,0,43,43,9,0,4,2,0,5,1,174,0.0,103,29,0,2,2009,27
CR_159253,0,37,37,0,0,7,1,1,6,1,74,1.0,103,115,34,9,2012,9
CR_92733,0,21,23,4,1,2,7,0,5,1,316,1.0,103,80,34,5,2003,31
CR_87490,0,36,34,2,1,1,0,0,5,1,102,0.0,103,133,43,4,2002,9
CR_45036,1,24,24,0,0,15,10,1,6,1,0,1.0,103,29,34,9,1997,14
CR_526,0,16,15,0,0,1,0,1,2,1,316,1.0,54,142,34,5,1991,2
CR_77105,1,22,22,7,3,15,10,1,2,1,174,0.0,109,142,0,12,2001,8
CR_63977,0,47,48,7,3,6,4,1,6,1,249,1.0,103,107,34,2,1999,10
CR_69420,0,33,32,2,1,6,4,0,5,1,174,0.0,112,93,43,2,2000,4
CR_166992,0,3,2,3,5,1,0,1,6,1,316,1.0,72,80,34,5,2014,30
CR_42196,1,4,4,6,5,15,10,0,5,1,174,0.0,18,138,46,9,1997,23
CR_185135,0,4,4,6,5,1,0,0,5,1,174,1.0,72,130,34,4,2017,25
CR_126779,0,49,49,6,5,6,4,1,6,1,0,1.0,103,80,34,10,2007,19
CR_77122,1,22,22,7,3,15,10,0,5,1,174,1.0,103,130,34,9,2001,15
CR_188213,0,25,25,9,0,3,5,1,2,1,0,1.0,72,142,34,9,2017,17
CR_142055,1,4,4,6,5,15,10,0,5,1,174,1.0,103,93,34,12,2010,18
CR_178482,0,3,2,3,5,2,7,0,5,2,249,2.0,103,107,34,2,2016,25
CR_165961,0,44,44,1,3,4,2,3,6,1,174,1.0,12,130,34,10,2013,1
CR_164689,0,35,30,3,5,1,0,4,6,1,249,1.0,103,62,34,8,2013,9
CR_190465,7,42,42,7,3,9,8,0,5,1,316,1.0,110,14,34,3,2017,14
CR_163958,0,26,27,9,0,3,5,1,6,1,249,1.0,116,29,34,10,2013,12
CR_110414,0,37,37,0,0,7,1,0,5,2,249,2.0,103,29,34,12,2005,26
CR_20078,1,22,22,7,3,15,10,0,5,1,174,0.0,92,29,48,3,1994,11
CR_1788,0,33,32,2,1,6,4,1,6,1,249,1.0,92,29,34,10,1991,15
CR_168236,1,9,10,7,3,15,10,2,6,2,316,2.0,87,119,34,10,2014,15
CR_82230,0,3,2,3,5,1,0,0,5,1,249,1.0,103,62,34,3,2002,1
CR_107357,0,21,23,4,1,7,1,3,5,1,316,1.0,103,29,34,6,2005,9
CR_169725,0,29,29,9,0,3,5,0,5,1,174,0.0,103,14,43,10,2014,18
CR_16892,0,39,39,6,5,3,5,1,5,1,249,1.0,72,29,34,6,1993,3
CR_81103,0,45,45,10,3,4,2,2,1,2,0,0.0,72,80,34,7,2001,28
CR_13702,1,22,22,7,3,15,10,1,6,1,0,1.0,72,29,34,5,1993,28
CR_130350,0,24,24,0,0,9,8,0,5,1,174,0.0,72,29,23,8,2008,25
CR_192272,0,4,4,6,5,1,0,1,2,2,0,2.0,2,62,34,8,2018,21
CR_44377,0,21,23,4,1,2,7,1,6,1,249,1.0,113,80,34,7,1997,7
CR_121106,0,4,4,6,5,5,6,1,6,2,174,2.0,72,80,34,9,2007,8
CR_9307,7,36,34,2,1,9,8,0,5,1,249,1.0,92,103,34,2,1992,3
CR_44305,0,21,23,4,1,2,7,2,2,1,0,1.0,72,142,34,7,1997,15
CR_86532,0,31,36,9,0,6,4,1,0,1,249,0.0,103,29,34,10,2002,12
CR_132427,1,36,34,2,1,15,10,0,5,2,174,0.0,92,29,43,10,2008,31
CR_81589,0,47,48,7,3,4,2,1,2,3,33,0.0,2,142,24,7,2001,18
CR_176286,0,36,34,2,1,1,0,1,2,1,316,1.0,92,93,34,5,2015,26
CR_85181,0,21,23,4,1,5,6,0,5,1,174,1.0,103,29,34,7,2002,22
CR_77718,0,24,24,0,0,5,6,0,5,1,174,0.0,72,130,34,10,2001,10
CR_103810,0,45,45,10,3,5,6,0,5,1,127,0.0,103,136,34,12,2004,12
